id,author,title,image_url,small_image_url,price,books_count,isbn,isbn13,original_publication_year,original_title,language_code,average_rating
163,Rick Riordan,"The Lost Hero (The Heroes of Olympus, #1)",https://images.gr-assets.com/books/1464201003m/7736182.jpg,https://images.gr-assets.com/books/1464201003s/7736182.jpg,397,72,142311339X,9781423113390,2010,The Lost Hero,eng,4.35
164,Rainbow Rowell,Eleanor & Park,https://images.gr-assets.com/books/1341952742m/15745753.jpg,https://images.gr-assets.com/books/1341952742s/15745753.jpg,3563,103,1250012570,9781250012580,2013,Eleanor & Park,eng,4.11
165,George R.R. Martin,"A Feast for Crows (A Song of Ice and Fire, #4)",https://images.gr-assets.com/books/1429538615m/13497.jpg,https://images.gr-assets.com/books/1429538615s/13497.jpg,1282,176,055358202X,9780553582020,2005,A Feast for Crows,en-US,4.1
166,Ally Condie,"Matched (Matched, #1)",https://images.gr-assets.com/books/1367706191m/7735333.jpg,https://images.gr-assets.com/books/1367706191s/7735333.jpg,440,84,525423648,9780525423640,2010,Matched,eng,3.68
167,Neil Gaiman,"American Gods (American Gods, #1)",https://images.gr-assets.com/books/1258417001m/4407.jpg,https://images.gr-assets.com/books/1258417001s/4407.jpg,2158,196,747263744,9780747263750,2001,American Gods,eng,4.11
168,"Stephen King, Bernie Wrightson",The Stand,https://images.gr-assets.com/books/1213131305m/149267.jpg,https://images.gr-assets.com/books/1213131305s/149267.jpg,2924,195,385199570,9780385199580,1978,The Stand,en-US,4.34
169,Nicholas Sparks,The Last Song,https://images.gr-assets.com/books/1286549186m/6400090.jpg,https://images.gr-assets.com/books/1286549186s/6400090.jpg,1158,95,446547565,9780446547570,2008,The Last Song,en-GB,4.14
170,Dan Brown,Digital Fortress,https://images.gr-assets.com/books/1360095966m/11125.jpg,https://images.gr-assets.com/books/1360095966s/11125.jpg,505,185,552151696,9780552151700,1998,Digital Fortress,en-GB,3.6
171,"Jane Austen, Fiona Stafford",Emma,https://images.gr-assets.com/books/1373627931m/6969.jpg,https://images.gr-assets.com/books/1373627931s/6969.jpg,1263,1710,141439580,9780141439590,1815,Emma,eng,3.99
172,"Leo Tolstoy, Louise Maude, Leo Tolstoj, Aylmer Maude",Anna Karenina,https://images.gr-assets.com/books/1352422904m/15823480.jpg,https://images.gr-assets.com/books/1352422904s/15823480.jpg,1571,1492,345803922,9780345803920,1877,Анна Каренина,eng,4.02
173,Anthony Burgess,A Clockwork Orange,https://images.gr-assets.com/books/1348339306m/227463.jpg,https://images.gr-assets.com/books/1348339306s/227463.jpg,2546,283,393312836,9780393312840,1962,A Clockwork Orange,eng,3.98
174,William Paul Young,The Shack,https://images.gr-assets.com/books/1344270232m/1812457.jpg,https://images.gr-assets.com/books/1344270232s/1812457.jpg,686,134,964729237,9780964729230,2007,The Shack: Where Tragedy Confronts Eternity,eng,3.74
175,Rick Riordan,"The Last Olympian (Percy Jackson and the Olympians, #5)",https://images.gr-assets.com/books/1327924597m/4502507.jpg,https://images.gr-assets.com/books/1327924597s/4502507.jpg,2083,87,739380338,9780739380340,2009,The Last Olympian,eng,4.5
176,Stephen King,It,https://images.gr-assets.com/books/1309376909m/18342.jpg,https://images.gr-assets.com/books/1309376909s/18342.jpg,1483,7,451169514,9780451169520,1986,It,en-US,4.18
177,"Fyodor Dostoyevsky, David McDuff",Crime and Punishment,https://images.gr-assets.com/books/1382846449m/7144.jpg,https://images.gr-assets.com/books/1382846449s/7144.jpg,1775,1714,143058142,9780143058140,1866,Преступление и наказание,eng,4.18
178,Sylvia Plath,The Bell Jar,https://images.gr-assets.com/books/1473890514m/6514.jpg,https://images.gr-assets.com/books/1473890514s/6514.jpg,450,246,61148512,9780061148510,1963,The Bell Jar,en-US,3.98
179,Frank McCourt,"Angela's Ashes (Frank McCourt, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,3804,184,7205236,9780007205230,1996,Angela's Ashes: A Memoir,eng,4.07
180,"Hermann Hesse, Hilda Rosner",Siddhartha,https://images.gr-assets.com/books/1428715580m/52036.jpg,https://images.gr-assets.com/books/1428715580s/52036.jpg,1808,972,553208845,9780553208850,1922,Siddhartha,eng,3.99
181,Truman Capote,In Cold Blood,https://images.gr-assets.com/books/1424931136m/168642.jpg,https://images.gr-assets.com/books/1424931136s/168642.jpg,3029,223,679745580,9780679745590,1965,In Cold Blood,eng,4.05
182,"Kami Garcia, Margaret Stohl","Beautiful Creatures (Caster Chronicles, #1)",https://images.gr-assets.com/books/1327873282m/6304335.jpg,https://images.gr-assets.com/books/1327873282s/6304335.jpg,457,119,316042676,9780316042670,2009,Beautiful Creatures,eng,3.76
183,Cassandra Clare,"Clockwork Angel (The Infernal Devices, #1)",https://images.gr-assets.com/books/1454962884m/7171637.jpg,https://images.gr-assets.com/books/1454962884s/7171637.jpg,153,103,1416975861,9781416975860,2010,Clockwork Angel,eng,4.33
184,"Roald Dahl, Quentin Blake",Matilda,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1021,242,141301066,9780141301070,1988,Matilda,eng,4.29
185,Erin Morgenstern,The Night Circus,https://images.gr-assets.com/books/1387124618m/9361589.jpg,https://images.gr-assets.com/books/1387124618s/9361589.jpg,3023,119,385534639,9780385534640,2011,The Night Circus,eng,4.03
186,Philippa Gregory,"The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9)",https://images.gr-assets.com/books/1355932638m/37470.jpg,https://images.gr-assets.com/books/1355932638s/37470.jpg,175,111,743227441,9780743227440,2001,The Other Boleyn Girl,eng,4.04
187,Scott Westerfeld,"Uglies (Uglies, #1)",https://images.gr-assets.com/books/1443904172m/24770.jpg,https://images.gr-assets.com/books/1443904172s/24770.jpg,3170,98,689865384,9780689865380,2005,Uglies,eng,3.86
188,George R.R. Martin,"A Dance with Dragons (A Song of Ice and Fire, #5)",https://images.gr-assets.com/books/1327885335m/10664113.jpg,https://images.gr-assets.com/books/1327885335s/10664113.jpg,1414,115,689885384,9780611865380,2011,A Dance with Dragons,eng,4.31
189,J.R.R. Tolkien,"The Lord of the Rings (The Lord of the Rings, #1-3)",https://images.gr-assets.com/books/1411114164m/33.jpg,https://images.gr-assets.com/books/1411114164s/33.jpg,3262,380,618640150,9780618640160,1955,The Lord of the Rings,eng,4.47
190,Cheryl Strayed,Wild: From Lost to Found on the Pacific Crest Trail,https://images.gr-assets.com/books/1453189881m/12262741.jpg,https://images.gr-assets.com/books/1453189881s/12262741.jpg,2404,101,307592731,9780307592740,2012,Wild: From Lost to Found on the Pacific Crest Trail,eng,3.96
191,"Alan Moore, Dave Gibbons, John Higgins",Watchmen,https://images.gr-assets.com/books/1442239711m/472331.jpg,https://images.gr-assets.com/books/1442239711s/472331.jpg,859,90,930289234,9780930289230,1987,Watchmen,en-US,4.35
192,Patrick Rothfuss,"The Name of the Wind (The Kingkiller Chronicle, #1)",https://images.gr-assets.com/books/1472068073m/186074.jpg,https://images.gr-assets.com/books/1472068073s/186074.jpg,2382,123,075640407X,9780756404080,2007,The Name of the Wind,eng,4.55
193,Malcolm Gladwell,Outliers: The Story of Success,https://images.gr-assets.com/books/1344266315m/3228917.jpg,https://images.gr-assets.com/books/1344266315s/3228917.jpg,2766,120,316017922,9780316017920,2008,Outliers: The Story of Success,en-US,4.11
194,"Herman Melville, Andrew Delbanco, Tom Quirk","Moby-Dick or, The Whale",https://images.gr-assets.com/books/1327940656m/153747.jpg,https://images.gr-assets.com/books/1327940656s/153747.jpg,3467,1823,142437247,9780142437250,1851,"Moby Dick; or, The Whale",eng,3.46
195,"Mary Ann Shaffer, Annie Barrows",The Guernsey Literary and Potato Peel Pie Society,https://images.gr-assets.com/books/1351979318m/2728527.jpg,https://images.gr-assets.com/books/1351979318s/2728527.jpg,3952,116,385340990,9780385340990,2008,The Guernsey Literary and Potato Peel Pie Society,eng,4.12
196,Chuck Palahniuk,Fight Club,https://images.gr-assets.com/books/1357128997m/5759.jpg,https://images.gr-assets.com/books/1357128997s/5759.jpg,3461,162,393327345,9780393327340,1996,Fight Club,eng,4.2
197,Charlaine Harris,"Dead Until Dark (Sookie Stackhouse, #1)",https://images.gr-assets.com/books/1468560853m/301082.jpg,https://images.gr-assets.com/books/1468560853s/301082.jpg,2726,109,441008534,9780441008540,2001,Dead Until Dark,en-US,3.96
198,Alice Walker,The Color Purple,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,3590,155,671727796,9780671727800,1982,The Color Purple,eng,4.17
199,John Grogan,Marley and Me: Life and Love With the World's Worst Dog,https://images.gr-assets.com/books/1308858322m/12691.jpg,https://images.gr-assets.com/books/1308858322s/12691.jpg,857,119,739461192,9780739461200,2005,Marley & Me: Life and Love with the World's Worst Dog,eng,4.12
200,Agatha Christie,And Then There Were None,https://images.gr-assets.com/books/1391120695m/16299.jpg,https://images.gr-assets.com/books/1391120695s/16299.jpg,1542,474,312330871,9780312330870,1939,Ten Little Niggers,eng,4.23
201,Dan Brown,"The Lost Symbol (Robert Langdon, #3)",https://images.gr-assets.com/books/1358274396m/6411961.jpg,https://images.gr-assets.com/books/1358274396s/6411961.jpg,3884,208,385504225,9780385504220,2009,The Lost Symbol,eng,3.66
202,Becca Fitzpatrick,"Hush, Hush (Hush, Hush, #1)",https://images.gr-assets.com/books/1358261334m/6339664.jpg,https://images.gr-assets.com/books/1358261334s/6339664.jpg,3453,91,1416989412,9781416989420,2009,"Hush, Hush",en-US,4
203,Jamie McGuire,"Beautiful Disaster (Beautiful, #1)",https://images.gr-assets.com/books/1358259032m/11505797.jpg,https://images.gr-assets.com/books/1358259032s/11505797.jpg,2105,85,1416900412,9781416009420,2011,Beautiful Disaster,eng,4.15
204,Charles Dickens,A Christmas Carol,https://images.gr-assets.com/books/1406512317m/5326.jpg,https://images.gr-assets.com/books/1406512317s/5326.jpg,1422,2380,1561797464,9781561797460,1843,A Christmas Carol,,4.02
205,Anne Rice,"Interview with the Vampire (The Vampire Chronicles, #1)",https://images.gr-assets.com/books/1380631642m/43763.jpg,https://images.gr-assets.com/books/1380631642s/43763.jpg,2914,189,345476875,9780345476880,1976,Interview with the Vampire,eng,3.97
206,Kiera Cass,"The Selection (The Selection, #1)",https://images.gr-assets.com/books/1322103400m/10507293.jpg,https://images.gr-assets.com/books/1322103400s/10507293.jpg,1013,93,62059939,9780062059930,2012,The Selection,en-US,4.15
207,Janet Evanovich,"One for the Money (Stephanie Plum, #1)",https://images.gr-assets.com/books/1316730230m/6853.jpg,https://images.gr-assets.com/books/1316730230s/6853.jpg,1882,109,312362080,9780312362090,1994,One for the Money,en-US,4.03
208,Rebecca Skloot,The Immortal Life of Henrietta Lacks,https://images.gr-assets.com/books/1327878144m/6493208.jpg,https://images.gr-assets.com/books/1327878144s/6493208.jpg,2843,66,1400052173,9781400052170,2010,The Immortal Life of Henrietta Lacks,eng,4.04
209,Thomas Harris,"The Silence of the Lambs  (Hannibal Lecter, #2)",https://images.gr-assets.com/books/1390426249m/23807.jpg,https://images.gr-assets.com/books/1390426249s/23807.jpg,963,187,99446782,9780099446780,1988,The Silence of the Lambs,eng,4.14
210,Richelle Mead,"Vampire Academy (Vampire Academy, #1)",https://images.gr-assets.com/books/1361098973m/345627.jpg,https://images.gr-assets.com/books/1361098973s/345627.jpg,1558,132,159514174X,9781595141740,2007,,en-US,4.14
211,Malcolm Gladwell,Blink: The Power of Thinking Without Thinking,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1299,116,316010669,9780316010660,2005,Blink: The Power of Thinking Without Thinking,en-US,3.89
212,Ian McEwan,Atonement,https://images.gr-assets.com/books/1320449708m/6867.jpg,https://images.gr-assets.com/books/1320449708s/6867.jpg,1646,155,038572179X,9780385721790,2001,Atonement,eng,3.88
213,"Franz Kafka, Stanley Corngold",The Metamorphosis,https://images.gr-assets.com/books/1359061917m/485894.jpg,https://images.gr-assets.com/books/1359061917s/485894.jpg,1989,1316,553213695,9780553213690,1915,Die Verwandlung,eng,3.78
214,Rick Riordan,"The Titan's Curse (Percy Jackson and the Olympians, #3)",https://images.gr-assets.com/books/1361038385m/561456.jpg,https://images.gr-assets.com/books/1361038385s/561456.jpg,3564,94,141382899,9780141382890,2007,The Titan's Curse,eng,4.33
215,Ernest Cline,Ready Player One,https://images.gr-assets.com/books/1500930947m/9969571.jpg,https://images.gr-assets.com/books/1500930947s/9969571.jpg,1125,112,030788743X,9780307887440,2011,,eng,4.31
216,Garth Stein,The Art of Racing in the Rain,https://images.gr-assets.com/books/1377206302m/3153910.jpg,https://images.gr-assets.com/books/1377206302s/3153910.jpg,2689,90,1554681723,9781554681720,2006,The Art of Racing in the Rain,eng,4.19
217,"Erik Larson, Tony Goldwyn","The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",https://images.gr-assets.com/books/1312066724m/21996.jpg,https://images.gr-assets.com/books/1312066724s/21996.jpg,3445,70,739303406,9780739303400,2003,"The Devil in the White City: Murder, Magic, and Madness at the Fair that Changed America",eng,3.98
218,Sylvia Day,"Bared to You (Crossfire, #1)",https://images.gr-assets.com/books/1477803272m/13572249.jpg,https://images.gr-assets.com/books/1477803272s/13572249.jpg,1037,96,425263908,9780425263910,2012,Bared to You,eng,4.19
219,"C.S. Lewis, Pauline Baynes","The Chronicles of Narnia (Chronicles of Narnia, #1-7)",https://images.gr-assets.com/books/1449868701m/11127.jpg,https://images.gr-assets.com/books/1449868701s/11127.jpg,1358,270,66238501,9780066238500,1956,The Chronicles of Narnia,eng,4.24
220,Mark Cotta Vaz,Twilight: The Complete Illustrated Movie Companion,https://images.gr-assets.com/books/1352539022m/3609760.jpg,https://images.gr-assets.com/books/1352539022s/3609760.jpg,2367,20,316043133,9780316043140,,Twilight: The Complete Illustrated Movie Companion,en-US,4.23
221,Dave Pelzer,"A Child Called ""It"" (Dave Pelzer #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,3875,74,1558743669,9781558743660,1995,"A Child Called ""It"": One Child's Courage to Survive",eng,4.08
222,Robert Ludlum,"The Bourne Identity (Jason Bourne, #1)",https://images.gr-assets.com/books/1335860740m/7869.jpg,https://images.gr-assets.com/books/1335860740s/7869.jpg,787,143,752864327,9780752864330,1980,The Bourne Identity,eng,3.98
223,Eoin Colfer,"Artemis Fowl (Artemis Fowl, #1)",https://images.gr-assets.com/books/1327945104m/249747.jpg,https://images.gr-assets.com/books/1327945104s/249747.jpg,3888,163,786817879,9780786817870,2001,Artemis Fowl,eng,3.82
224,Lauren Kate,"Fallen (Fallen, #1)",https://images.gr-assets.com/books/1440619649m/6487308.jpg,https://images.gr-assets.com/books/1440619649s/6487308.jpg,1029,97,385738935,9780385738930,2009,Fallen,en-US,3.74
225,John Steinbeck,East of Eden,https://images.gr-assets.com/books/1441547516m/4406.jpg,https://images.gr-assets.com/books/1441547516s/4406.jpg,85,81,142000655,9780142000660,1952,East of Eden,eng,4.35
226,Gillian Flynn,Dark Places,https://images.gr-assets.com/books/1354988288m/5886881.jpg,https://images.gr-assets.com/books/1354988288s/5886881.jpg,1047,131,307341569,9780307341560,2009,Dark Places,eng,3.92
227,John Grisham,The Client,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,180,134,385339089,9780385339090,1993,The Client,eng,3.97
228,"Emma McLaughlin, Nicola Kraus","The Nanny Diaries (Nanny, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2842,84,312291639,9780312291630,2002,The Nanny Diaries,eng,3.4
229,"Lewis Carroll, John Tenniel, Martin Gardner",Alice's Adventures in Wonderland & Through the Looking-Glass,https://images.gr-assets.com/books/1327872220m/24213.jpg,https://images.gr-assets.com/books/1327872220s/24213.jpg,2436,845,451527747,9780451527740,1865,Alice's Adventures in Wonderland,eng,4.06
230,"Jane Austen, James Kinsley, Deidre Shauna Lynch",Persuasion,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1824,1451,192802631,9780192802640,1817,Persuasion,eng,4.13
231,Tatiana de Rosnay,Sarah's Key,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1640,117,312370830,9780312370830,2007,Elle s'appelait Sarah,eng,4.14
232,Stephen King,"The Gunslinger (The Dark Tower, #1)",https://images.gr-assets.com/books/1375776480m/43615.jpg,https://images.gr-assets.com/books/1375776480s/43615.jpg,129,213,452284694,9780452284690,1982,The Gunslinger,en-US,3.99
233,"Gabriel García Márquez, Edith Grossman",Love in the Time of Cholera,https://images.gr-assets.com/books/1327124987m/9712.jpg,https://images.gr-assets.com/books/1327124987s/9712.jpg,3624,347,140003468X,9781400034680,1985,El amor en los tiempos del cólera,eng,3.89
